Region,CountryName,Year,Series,Value
35,South-eastern Asia,2017,GDP in current prices (millions of US dollars),2783868.64
35,South-eastern Asia,2018,GDP in current prices (millions of US dollars),2974090.048
34,Southern Asia,1985,GDP in current prices (millions of US dollars),377582.7579
34,Southern Asia,1995,GDP in current prices (millions of US dollars),625198.5267
34,Southern Asia,2005,GDP in current prices (millions of US dollars),1270195.09
34,Southern Asia,2010,GDP in current prices (millions of US dollars),2542992.27
34,Southern Asia,2015,GDP in current prices (millions of US dollars),3129878.542
34,Southern Asia,2017,GDP in current prices (millions of US dollars),3777179.266
34,Southern Asia,2018,GDP in current prices (millions of US dollars),3949687.648
145,Western Asia,1985,GDP in current prices (millions of US dollars),348326.8402
145,Western Asia,1995,GDP in current prices (millions of US dollars),661719.172
145,Western Asia,2005,GDP in current prices (millions of US dollars),1508407.407
145,Western Asia,2010,GDP in current prices (millions of US dollars),2552273.001
145,Western Asia,2015,GDP in current prices (millions of US dollars),2957690.918
145,Western Asia,2017,GDP in current prices (millions of US dollars),3102866.037
145,Western Asia,2018,GDP in current prices (millions of US dollars),3274076.786
150,Europe,1985,GDP in current prices (millions of US dollars),4415160.103
150,Europe,1995,GDP in current prices (millions of US dollars),10629667.9
150,Europe,2005,GDP in current prices (millions of US dollars),16109893.76
150,Europe,2010,GDP in current prices (millions of US dollars),19860114.55
150,Europe,2015,GDP in current prices (millions of US dollars),19160795.72
150,Europe,2017,GDP in current prices (millions of US dollars),20353839.99
150,Europe,2018,GDP in current prices (millions of US dollars),21908724.54
151,Eastern Europe,1985,GDP in current prices (millions of US dollars),1124317.676
151,Eastern Europe,1995,GDP in current prices (millions of US dollars),794157.1807
151,Eastern Europe,2005,GDP in current prices (millions of US dollars),1628297.525
151,Eastern Europe,2010,GDP in current prices (millions of US dollars),2864772.055
151,Eastern Europe,2015,GDP in current prices (millions of US dollars),2627185.65
151,Eastern Europe,2017,GDP in current prices (millions of US dollars),3007953.077
151,Eastern Europe,2018,GDP in current prices (millions of US dollars),3262794.915
154,Northern Europe,1985,GDP in current prices (millions of US dollars),810631.1963
154,Northern Europe,1995,GDP in current prices (millions of US dollars),2171076.364
154,Northern Europe,2005,GDP in current prices (millions of US dollars),3992198.268
154,Northern Europe,2010,GDP in current prices (millions of US dollars),4286874.105
154,Northern Europe,2015,GDP in current prices (millions of US dollars),4755721.795
154,Northern Europe,2017,GDP in current prices (millions of US dollars),4654689.7
154,Northern Europe,2018,GDP in current prices (millions of US dollars),5005288.423
39,Southern Europe,1985,GDP in current prices (millions of US dollars),780801.0783
39,Southern Europe,1995,GDP in current prices (millions of US dollars),2126467.582
39,Southern Europe,2005,GDP in current prices (millions of US dollars),3606698.387
39,Southern Europe,2010,GDP in current prices (millions of US dollars),4302126.629
39,Southern Europe,2015,GDP in current prices (millions of US dollars),3619793.813
39,Southern Europe,2017,GDP in current prices (millions of US dollars),3919151.183
39,Southern Europe,2018,GDP in current prices (millions of US dollars),4209516.021
155,Western Europe,1985,GDP in current prices (millions of US dollars),1699410.152
155,Western Europe,1995,GDP in current prices (millions of US dollars),5537966.773
155,Western Europe,2005,GDP in current prices (millions of US dollars),6882699.581
155,Western Europe,2010,GDP in current prices (millions of US dollars),8406341.757
155,Western Europe,2015,GDP in current prices (millions of US dollars),8158094.459
155,Western Europe,2017,GDP in current prices (millions of US dollars),8772046.035
155,Western Europe,2018,GDP in current prices (millions of US dollars),9431125.179
9,Oceania,1985,GDP in current prices (millions of US dollars),214459.4126
9,Oceania,1995,GDP in current prices (millions of US dollars),473275.6022
9,Oceania,2005,GDP in current prices (millions of US dollars),900359.595
9,Oceania,2010,GDP in current prices (millions of US dollars),1482496.756
9,Oceania,2015,GDP in current prices (millions of US dollars),1472455.14
9,Oceania,2017,GDP in current prices (millions of US dollars),1668986.803
9,Oceania,2018,GDP in current prices (millions of US dollars),1711769.742
53,Australia and New Zealand,1985,GDP in current prices (millions of US dollars),206320.1535
53,Australia and New Zealand,1995,GDP in current prices (millions of US dollars),454245.7945
53,Australia and New Zealand,2005,GDP in current prices (millions of US dollars),875660.3779
53,Australia and New Zealand,2010,GDP in current prices (millions of US dollars),1446046.908
53,Australia and New Zealand,2015,GDP in current prices (millions of US dollars),1426321.23
53,Australia and New Zealand,2017,GDP in current prices (millions of US dollars),1621521.297
53,Australia and New Zealand,2018,GDP in current prices (millions of US dollars),1661791.161
54,Melanesia,1985,GDP in current prices (millions of US dollars),5971.4983
54,Melanesia,1995,GDP in current prices (millions of US dollars),13532.6821
54,Melanesia,2005,GDP in current prices (millions of US dollars),17353.4731
54,Melanesia,2010,GDP in current prices (millions of US dollars),28166.9337
54,Melanesia,2015,GDP in current prices (millions of US dollars),38235.2385
54,Melanesia,2017,GDP in current prices (millions of US dollars),38897.0553
54,Melanesia,2018,GDP in current prices (millions of US dollars),40947.5049
57,Micronesia,1985,GDP in current prices (millions of US dollars),256.5808
57,Micronesia,1995,GDP in current prices (millions of US dollars),544.4359
57,Micronesia,2005,GDP in current prices (millions of US dollars),713.8231
57,Micronesia,2010,GDP in current prices (millions of US dollars),864.0154
57,Micronesia,2015,GDP in current prices (millions of US dollars),1050.4331
57,Micronesia,2017,GDP in current prices (millions of US dollars),1176.0439
57,Micronesia,2018,GDP in current prices (millions of US dollars),1184.7321
61,Polynesia,1985,GDP in current prices (millions of US dollars),1911.18
61,Polynesia,1995,GDP in current prices (millions of US dollars),4952.6897
61,Polynesia,2005,GDP in current prices (millions of US dollars),6631.9208
61,Polynesia,2010,GDP in current prices (millions of US dollars),7418.8991
61,Polynesia,2015,GDP in current prices (millions of US dollars),6848.2392
61,Polynesia,2017,GDP in current prices (millions of US dollars),7392.4071
61,Polynesia,2018,GDP in current prices (millions of US dollars),7846.3436
4,Afghanistan,1985,GDP in current prices (millions of US dollars),3321.9
4,Afghanistan,1995,GDP in current prices (millions of US dollars),3236.3
4,Afghanistan,2005,GDP in current prices (millions of US dollars),6621.8338
4,Afghanistan,2010,GDP in current prices (millions of US dollars),16077.921
4,Afghanistan,2015,GDP in current prices (millions of US dollars),20608.0907
4,Afghanistan,2017,GDP in current prices (millions of US dollars),21515.5021
4,Afghanistan,2018,GDP in current prices (millions of US dollars),20513.8832
8,Albania,1985,GDP in current prices (millions of US dollars),2324.4145
8,Albania,1995,GDP in current prices (millions of US dollars),2392.7649
8,Albania,2005,GDP in current prices (millions of US dollars),8052.0793
8,Albania,2010,GDP in current prices (millions of US dollars),11926.9483
8,Albania,2015,GDP in current prices (millions of US dollars),11386.9249
8,Albania,2017,GDP in current prices (millions of US dollars),13025.0686
8,Albania,2018,GDP in current prices (millions of US dollars),15058.8838
12,Algeria,1985,GDP in current prices (millions of US dollars),57866.2073
12,Algeria,1995,GDP in current prices (millions of US dollars),41971.4884
12,Algeria,2005,GDP in current prices (millions of US dollars),103198.2161
12,Algeria,2010,GDP in current prices (millions of US dollars),161207.305
12,Algeria,2015,GDP in current prices (millions of US dollars),165979.119
12,Algeria,2017,GDP in current prices (millions of US dollars),167389.8904
12,Algeria,2018,GDP in current prices (millions of US dollars),173757.4875
20,Andorra,1985,GDP in current prices (millions of US dollars),438.7425
20,Andorra,1995,GDP in current prices (millions of US dollars),1491.496
20,Andorra,2005,GDP in current prices (millions of US dollars),3255.7111
20,Andorra,2010,GDP in current prices (millions of US dollars),3355.4939
20,Andorra,2015,GDP in current prices (millions of US dollars),2811.6145
20,Andorra,2017,GDP in current prices (millions of US dollars),3020.8523
20,Andorra,2018,GDP in current prices (millions of US dollars),3238.2252
24,Angola,1985,GDP in current prices (millions of US dollars),9109.025
24,Angola,1995,GDP in current prices (millions of US dollars),6642.2293
24,Angola,2005,GDP in current prices (millions of US dollars),36970.8781
24,Angola,2010,GDP in current prices (millions of US dollars),83799.4789
24,Angola,2015,GDP in current prices (millions of US dollars),116193.6475
24,Angola,2017,GDP in current prices (millions of US dollars),122123.8586
24,Angola,2018,GDP in current prices (millions of US dollars),105902.3409
660,Anguilla,1985,GDP in current prices (millions of US dollars),27.1265
660,Anguilla,1995,GDP in current prices (millions of US dollars),103.7365
660,Anguilla,2005,GDP in current prices (millions of US dollars),229.1145
660,Anguilla,2010,GDP in current prices (millions of US dollars),267.9307
660,Anguilla,2015,GDP in current prices (millions of US dollars),330.5349
660,Anguilla,2017,GDP in current prices (millions of US dollars),281.1931
660,Anguilla,2018,GDP in current prices (millions of US dollars),293.0103
28,Antigua and Barbuda,1985,GDP in current prices (millions of US dollars),244.7789
28,Antigua and Barbuda,1995,GDP in current prices (millions of US dollars),577.2815
28,Antigua and Barbuda,2005,GDP in current prices (millions of US dollars),1022.963
28,Antigua and Barbuda,2010,GDP in current prices (millions of US dollars),1148.7
28,Antigua and Barbuda,2015,GDP in current prices (millions of US dollars),1336.6926
28,Antigua and Barbuda,2017,GDP in current prices (millions of US dollars),1467.9778
28,Antigua and Barbuda,2018,GDP in current prices (millions of US dollars),1610.5741
32,Argentina,1985,GDP in current prices (millions of US dollars),95529.9107
32,Argentina,1995,GDP in current prices (millions of US dollars),279701.4254
32,Argentina,2005,GDP in current prices (millions of US dollars),200622.2059
32,Argentina,2010,GDP in current prices (millions of US dollars),426487.4349
32,Argentina,2015,GDP in current prices (millions of US dollars),644903.2005
32,Argentina,2017,GDP in current prices (millions of US dollars),642695.596
32,Argentina,2018,GDP in current prices (millions of US dollars),518475.2879
51,Armenia,1995,GDP in current prices (millions of US dollars),1372.097
51,Armenia,2005,GDP in current prices (millions of US dollars),5225.9719
51,Armenia,2010,GDP in current prices (millions of US dollars),9875.3778
51,Armenia,2015,GDP in current prices (millions of US dollars),10553.3375
51,Armenia,2017,GDP in current prices (millions of US dollars),11527.4587
51,Armenia,2018,GDP in current prices (millions of US dollars),12433.1428
533,Aruba,1985,GDP in current prices (millions of US dollars),430.6964
533,Aruba,1995,GDP in current prices (millions of US dollars),1383.9327
533,Aruba,2005,GDP in current prices (millions of US dollars),2442.6646
533,Aruba,2010,GDP in current prices (millions of US dollars),2501.8027
533,Aruba,2015,GDP in current prices (millions of US dollars),2919.5028
533,Aruba,2017,GDP in current prices (millions of US dollars),3056.2067
533,Aruba,2018,GDP in current prices (millions of US dollars),3203.133
36,Australia,1985,GDP in current prices (millions of US dollars),182212.383
36,Australia,1995,GDP in current prices (millions of US dollars),391094.3584
36,Australia,2005,GDP in current prices (millions of US dollars),760939.5126
36,Australia,2010,GDP in current prices (millions of US dollars),1299463.076
36,Australia,2015,GDP in current prices (millions of US dollars),1248853.701
36,Australia,2017,GDP in current prices (millions of US dollars),1416105.432
36,Australia,2018,GDP in current prices (millions of US dollars),1453870.547
40,Austria,1985,GDP in current prices (millions of US dollars),69388.408
40,Austria,1995,GDP in current prices (millions of US dollars),241054.445
40,Austria,2005,GDP in current prices (millions of US dollars),315966.5597
40,Austria,2010,GDP in current prices (millions of US dollars),391892.7465
40,Austria,2015,GDP in current prices (millions of US dollars),381817.5659
40,Austria,2017,GDP in current prices (millions of US dollars),418316.1611
40,Austria,2018,GDP in current prices (millions of US dollars),455508.255
31,Azerbaijan,1995,GDP in current prices (millions of US dollars),3080.8003
31,Azerbaijan,2005,GDP in current prices (millions of US dollars),13245.4219
31,Azerbaijan,2010,GDP in current prices (millions of US dollars),52905.9989
31,Azerbaijan,2015,GDP in current prices (millions of US dollars),53076.2448
31,Azerbaijan,2017,GDP in current prices (millions of US dollars),40866.6321
31,Azerbaijan,2018,GDP in current prices (millions of US dollars),46939.1281
44,Bahamas,1985,GDP in current prices (millions of US dollars),3306.3374
44,Bahamas,1995,GDP in current prices (millions of US dollars),5164.6084
44,Bahamas,2005,GDP in current prices (millions of US dollars),9836.2
44,Bahamas,2010,GDP in current prices (millions of US dollars),10095.8
44,Bahamas,2015,GDP in current prices (millions of US dollars),11752.3
44,Bahamas,2017,GDP in current prices (millions of US dollars),12150.4
44,Bahamas,2018,GDP in current prices (millions of US dollars),12424.5
48,Bahrain,1985,GDP in current prices (millions of US dollars),4475.0228
48,Bahrain,1995,GDP in current prices (millions of US dollars),6786.9686
48,Bahrain,2005,GDP in current prices (millions of US dollars),15968.7268
48,Bahrain,2010,GDP in current prices (millions of US dollars),25713.2713
48,Bahrain,2015,GDP in current prices (millions of US dollars),31125.7979
48,Bahrain,2017,GDP in current prices (millions of US dollars),35432.6664
48,Bahrain,2018,GDP in current prices (millions of US dollars),37876.3024
50,Bangladesh,1985,GDP in current prices (millions of US dollars),19169.0471
50,Bangladesh,1995,GDP in current prices (millions of US dollars),37866.0297
50,Bangladesh,2005,GDP in current prices (millions of US dollars),57628.0975
50,Bangladesh,2010,GDP in current prices (millions of US dollars),114507.7977
50,Bangladesh,2015,GDP in current prices (millions of US dollars),194465.9811
50,Bangladesh,2017,GDP in current prices (millions of US dollars),245633.4889
50,Bangladesh,2018,GDP in current prices (millions of US dollars),269627.6155
52,Barbados,1985,GDP in current prices (millions of US dollars),1439.3415
52,Barbados,1995,GDP in current prices (millions of US dollars),2297.0536
52,Barbados,2005,GDP in current prices (millions of US dollars),3935.5125
52,Barbados,2010,GDP in current prices (millions of US dollars),4529.9283
52,Barbados,2015,GDP in current prices (millions of US dollars),4715.0036
52,Barbados,2017,GDP in current prices (millions of US dollars),4978.1539
52,Barbados,2018,GDP in current prices (millions of US dollars),5086.6933
112,Belarus,1995,GDP in current prices (millions of US dollars),14323.702
112,Belarus,2005,GDP in current prices (millions of US dollars),31231.9836
112,Belarus,2010,GDP in current prices (millions of US dollars),57231.9059
112,Belarus,2015,GDP in current prices (millions of US dollars),56454.7773
112,Belarus,2017,GDP in current prices (millions of US dollars),54725.4188
112,Belarus,2018,GDP in current prices (millions of US dollars),59662.2535
56,Belgium,1985,GDP in current prices (millions of US dollars),86265.7929
56,Belgium,1995,GDP in current prices (millions of US dollars),288029.3231
56,Belgium,2005,GDP in current prices (millions of US dollars),385561.359
56,Belgium,2010,GDP in current prices (millions of US dollars),480951.6295
56,Belgium,2015,GDP in current prices (millions of US dollars),462149.6793
56,Belgium,2017,GDP in current prices (millions of US dollars),504250.0254
56,Belgium,2018,GDP in current prices (millions of US dollars),543026.2665
84,Belize,1985,GDP in current prices (millions of US dollars),231.6573
84,Belize,1995,GDP in current prices (millions of US dollars),620.1404
84,Belize,2005,GDP in current prices (millions of US dollars),1102.0416
84,Belize,2010,GDP in current prices (millions of US dollars),1377.1791
84,Belize,2015,GDP in current prices (millions of US dollars),1723.7854
84,Belize,2017,GDP in current prices (millions of US dollars),1836.5935
84,Belize,2018,GDP in current prices (millions of US dollars),1871.2032
204,Benin,1985,GDP in current prices (millions of US dollars),1129.5787
204,Benin,1995,GDP in current prices (millions of US dollars),2344.819
204,Benin,2005,GDP in current prices (millions of US dollars),4803.6721
204,Benin,2010,GDP in current prices (millions of US dollars),6970.2547
204,Benin,2015,GDP in current prices (millions of US dollars),8454.189
204,Benin,2017,GDP in current prices (millions of US dollars),9269.3317
204,Benin,2018,GDP in current prices (millions of US dollars),10411.6372
60,Bermuda,1985,GDP in current prices (millions of US dollars),1428.2562
60,Bermuda,1995,GDP in current prices (millions of US dollars),2556.7665
60,Bermuda,2005,GDP in current prices (millions of US dollars),4868.1357
60,Bermuda,2010,GDP in current prices (millions of US dollars),5852.9733
60,Bermuda,2015,GDP in current prices (millions of US dollars),5890.6824
60,Bermuda,2017,GDP in current prices (millions of US dollars),6269.384
60,Bermuda,2018,GDP in current prices (millions of US dollars),6351.4
64,Bhutan,1985,GDP in current prices (millions of US dollars),172.2032
64,Bhutan,1995,GDP in current prices (millions of US dollars),289.1352
64,Bhutan,2005,GDP in current prices (millions of US dollars),818.8696
64,Bhutan,2010,GDP in current prices (millions of US dollars),1585.4643
64,Bhutan,2015,GDP in current prices (millions of US dollars),2059.8085
64,Bhutan,2017,GDP in current prices (millions of US dollars),2528.0092
64,Bhutan,2018,GDP in current prices (millions of US dollars),2658.3121
68,Bolivia (Plurin. State of),1985,GDP in current prices (millions of US dollars),4124.2738
68,Bolivia (Plurin. State of),1995,GDP in current prices (millions of US dollars),6715.147
68,Bolivia (Plurin. State of),2005,GDP in current prices (millions of US dollars),9549.1202
68,Bolivia (Plurin. State of),2010,GDP in current prices (millions of US dollars),19649.7862
68,Bolivia (Plurin. State of),2015,GDP in current prices (millions of US dollars),33000.1983
68,Bolivia (Plurin. State of),2017,GDP in current prices (millions of US dollars),37508.6831
68,Bolivia (Plurin. State of),2018,GDP in current prices (millions of US dollars),40287.6479
70,Bosnia and Herzegovina,1995,GDP in current prices (millions of US dollars),2033.7461
70,Bosnia and Herzegovina,2005,GDP in current prices (millions of US dollars),11222.7962
70,Bosnia and Herzegovina,2010,GDP in current prices (millions of US dollars),17176.3208
70,Bosnia and Herzegovina,2015,GDP in current prices (millions of US dollars),16211.6184
70,Bosnia and Herzegovina,2017,GDP in current prices (millions of US dollars),18080.6109
70,Bosnia and Herzegovina,2018,GDP in current prices (millions of US dollars),19781.95
72,Botswana,1985,GDP in current prices (millions of US dollars),837.5916
72,Botswana,1995,GDP in current prices (millions of US dollars),4730.5997
72,Botswana,2005,GDP in current prices (millions of US dollars),9931.2492
72,Botswana,2010,GDP in current prices (millions of US dollars),12786.6123
72,Botswana,2015,GDP in current prices (millions of US dollars),14420.5712
72,Botswana,2017,GDP in current prices (millions of US dollars),17405.5035
72,Botswana,2018,GDP in current prices (millions of US dollars),18614.6047
76,Brazil,1985,GDP in current prices (millions of US dollars),187459.773
76,Brazil,1995,GDP in current prices (millions of US dollars),778052.8217
76,Brazil,2005,GDP in current prices (millions of US dollars),891633.8266
76,Brazil,2010,GDP in current prices (millions of US dollars),2208838.109
76,Brazil,2015,GDP in current prices (millions of US dollars),1802212
76,Brazil,2017,GDP in current prices (millions of US dollars),2053601.668
76,Brazil,2018,GDP in current prices (millions of US dollars),1868613.092
92,British Virgin Islands,1985,GDP in current prices (millions of US dollars),52.6454
92,British Virgin Islands,1995,GDP in current prices (millions of US dollars),453.3683
92,British Virgin Islands,2005,GDP in current prices (millions of US dollars),993.5275
92,British Virgin Islands,2010,GDP in current prices (millions of US dollars),1020.9352
92,British Virgin Islands,2015,GDP in current prices (millions of US dollars),1174.3322
92,British Virgin Islands,2017,GDP in current prices (millions of US dollars),1364.1645
92,British Virgin Islands,2018,GDP in current prices (millions of US dollars),1445.7325
96,Brunei Darussalam,1985,GDP in current prices (millions of US dollars),4425.4936
96,Brunei Darussalam,1995,GDP in current prices (millions of US dollars),5245.4212
96,Brunei Darussalam,2005,GDP in current prices (millions of US dollars),10561.2925
96,Brunei Darussalam,2010,GDP in current prices (millions of US dollars),13707.1163
96,Brunei Darussalam,2015,GDP in current prices (millions of US dollars),12930.2983
96,Brunei Darussalam,2017,GDP in current prices (millions of US dollars),12128.1666
96,Brunei Darussalam,2018,GDP in current prices (millions of US dollars),13566.9128
100,Bulgaria,1985,GDP in current prices (millions of US dollars),16483.3454
100,Bulgaria,1995,GDP in current prices (millions of US dollars),18991.874
100,Bulgaria,2005,GDP in current prices (millions of US dollars),29868.6261
100,Bulgaria,2010,GDP in current prices (millions of US dollars),50363.5574
100,Bulgaria,2015,GDP in current prices (millions of US dollars),50630.696
100,Bulgaria,2017,GDP in current prices (millions of US dollars),58951.5162
100,Bulgaria,2018,GDP in current prices (millions of US dollars),66199.1803
854,Burkina Faso,1985,GDP in current prices (millions of US dollars),1764.1278
854,Burkina Faso,1995,GDP in current prices (millions of US dollars),2703.7312
854,Burkina Faso,2005,GDP in current prices (millions of US dollars),6143.8782
854,Burkina Faso,2010,GDP in current prices (millions of US dollars),10099.8023
854,Burkina Faso,2015,GDP in current prices (millions of US dollars),11823.1884
854,Burkina Faso,2017,GDP in current prices (millions of US dollars),14169.9894
854,Burkina Faso,2018,GDP in current prices (millions of US dollars),16199.6475
108,Burundi,1985,GDP in current prices (millions of US dollars),1171.1502
108,Burundi,1995,GDP in current prices (millions of US dollars),1000.4304
108,Burundi,2005,GDP in current prices (millions of US dollars),1117.1094
108,Burundi,2010,GDP in current prices (millions of US dollars),2032.1376
