Region,CountryName,Year,Series,Value
48,Bahrain,2015,Emissions (thousand metric tons of carbon dioxide),30072.802
48,Bahrain,2016,Emissions (thousand metric tons of carbon dioxide),29638.922
48,Bahrain,2017,Emissions (thousand metric tons of carbon dioxide),29813.834
50,Bangladesh,1975,Emissions (thousand metric tons of carbon dioxide),4409.654
50,Bangladesh,1985,Emissions (thousand metric tons of carbon dioxide),7705.068
50,Bangladesh,1995,Emissions (thousand metric tons of carbon dioxide),16485.473
50,Bangladesh,2005,Emissions (thousand metric tons of carbon dioxide),31960.244
50,Bangladesh,2010,Emissions (thousand metric tons of carbon dioxide),49899.502
50,Bangladesh,2015,Emissions (thousand metric tons of carbon dioxide),70895.346
50,Bangladesh,2016,Emissions (thousand metric tons of carbon dioxide),72943.639
50,Bangladesh,2017,Emissions (thousand metric tons of carbon dioxide),78270.17
112,Belarus,1995,Emissions (thousand metric tons of carbon dioxide),56957.863
112,Belarus,2005,Emissions (thousand metric tons of carbon dioxide),55014.16
112,Belarus,2010,Emissions (thousand metric tons of carbon dioxide),59498.259
112,Belarus,2015,Emissions (thousand metric tons of carbon dioxide),52618.265
112,Belarus,2016,Emissions (thousand metric tons of carbon dioxide),53062.826
112,Belarus,2017,Emissions (thousand metric tons of carbon dioxide),54070.453
56,Belgium,1975,Emissions (thousand metric tons of carbon dioxide),115556.917
56,Belgium,1985,Emissions (thousand metric tons of carbon dioxide),100991.897
56,Belgium,1995,Emissions (thousand metric tons of carbon dioxide),111313.683
56,Belgium,2005,Emissions (thousand metric tons of carbon dioxide),107676.772
56,Belgium,2010,Emissions (thousand metric tons of carbon dioxide),103890.892
56,Belgium,2015,Emissions (thousand metric tons of carbon dioxide),92789.797
56,Belgium,2016,Emissions (thousand metric tons of carbon dioxide),91932.287
56,Belgium,2017,Emissions (thousand metric tons of carbon dioxide),90368.188
204,Benin,1975,Emissions (thousand metric tons of carbon dioxide),462.751
204,Benin,1985,Emissions (thousand metric tons of carbon dioxide),472.814
204,Benin,1995,Emissions (thousand metric tons of carbon dioxide),221.525
204,Benin,2005,Emissions (thousand metric tons of carbon dioxide),2677.863
204,Benin,2010,Emissions (thousand metric tons of carbon dioxide),4573.129
204,Benin,2015,Emissions (thousand metric tons of carbon dioxide),5261.645
204,Benin,2016,Emissions (thousand metric tons of carbon dioxide),6602.646
204,Benin,2017,Emissions (thousand metric tons of carbon dioxide),6763.074
68,Bolivia (Plurin. State of),1975,Emissions (thousand metric tons of carbon dioxide),3224.491
68,Bolivia (Plurin. State of),1985,Emissions (thousand metric tons of carbon dioxide),4313.546
68,Bolivia (Plurin. State of),1995,Emissions (thousand metric tons of carbon dioxide),6893.805
68,Bolivia (Plurin. State of),2005,Emissions (thousand metric tons of carbon dioxide),8975.809
68,Bolivia (Plurin. State of),2010,Emissions (thousand metric tons of carbon dioxide),13637.623
68,Bolivia (Plurin. State of),2015,Emissions (thousand metric tons of carbon dioxide),18099.998
68,Bolivia (Plurin. State of),2016,Emissions (thousand metric tons of carbon dioxide),20126.218
68,Bolivia (Plurin. State of),2017,Emissions (thousand metric tons of carbon dioxide),21899.18
70,Bosnia and Herzegovina,1995,Emissions (thousand metric tons of carbon dioxide),3279.823
70,Bosnia and Herzegovina,2005,Emissions (thousand metric tons of carbon dioxide),15857.733
70,Bosnia and Herzegovina,2010,Emissions (thousand metric tons of carbon dioxide),20482.682
70,Bosnia and Herzegovina,2015,Emissions (thousand metric tons of carbon dioxide),19306.465
70,Bosnia and Herzegovina,2016,Emissions (thousand metric tons of carbon dioxide),22019.403
70,Bosnia and Herzegovina,2017,Emissions (thousand metric tons of carbon dioxide),22327.978
72,Botswana,1985,Emissions (thousand metric tons of carbon dioxide),1500.972
72,Botswana,1995,Emissions (thousand metric tons of carbon dioxide),3189.755
72,Botswana,2005,Emissions (thousand metric tons of carbon dioxide),4278.592
72,Botswana,2010,Emissions (thousand metric tons of carbon dioxide),3271.367
72,Botswana,2015,Emissions (thousand metric tons of carbon dioxide),7068.888
72,Botswana,2016,Emissions (thousand metric tons of carbon dioxide),6979.639
72,Botswana,2017,Emissions (thousand metric tons of carbon dioxide),7717.409
76,Brazil,1975,Emissions (thousand metric tons of carbon dioxide),129628.181
76,Brazil,1985,Emissions (thousand metric tons of carbon dioxide),156328.184
76,Brazil,1995,Emissions (thousand metric tons of carbon dioxide),228000.209
76,Brazil,2005,Emissions (thousand metric tons of carbon dioxide),311623.799
76,Brazil,2010,Emissions (thousand metric tons of carbon dioxide),372003.618
76,Brazil,2015,Emissions (thousand metric tons of carbon dioxide),453633.529
76,Brazil,2016,Emissions (thousand metric tons of carbon dioxide),418523.728
76,Brazil,2017,Emissions (thousand metric tons of carbon dioxide),427632.717
96,Brunei Darussalam,1975,Emissions (thousand metric tons of carbon dioxide),1408.173
96,Brunei Darussalam,1985,Emissions (thousand metric tons of carbon dioxide),2945.928
96,Brunei Darussalam,1995,Emissions (thousand metric tons of carbon dioxide),4502.607
96,Brunei Darussalam,2005,Emissions (thousand metric tons of carbon dioxide),4823.126
96,Brunei Darussalam,2010,Emissions (thousand metric tons of carbon dioxide),6861.946
96,Brunei Darussalam,2015,Emissions (thousand metric tons of carbon dioxide),5977.692
96,Brunei Darussalam,2016,Emissions (thousand metric tons of carbon dioxide),6411.543
96,Brunei Darussalam,2017,Emissions (thousand metric tons of carbon dioxide),6710.178
100,Bulgaria,1975,Emissions (thousand metric tons of carbon dioxide),73315.187
100,Bulgaria,1985,Emissions (thousand metric tons of carbon dioxide),82206.429
100,Bulgaria,1995,Emissions (thousand metric tons of carbon dioxide),52737.289
100,Bulgaria,2005,Emissions (thousand metric tons of carbon dioxide),46473.483
100,Bulgaria,2010,Emissions (thousand metric tons of carbon dioxide),44362.486
100,Bulgaria,2015,Emissions (thousand metric tons of carbon dioxide),43715.357
100,Bulgaria,2016,Emissions (thousand metric tons of carbon dioxide),40548.756
100,Bulgaria,2017,Emissions (thousand metric tons of carbon dioxide),42819.932
116,Cambodia,1995,Emissions (thousand metric tons of carbon dioxide),1470.828
116,Cambodia,2005,Emissions (thousand metric tons of carbon dioxide),2639.032
116,Cambodia,2010,Emissions (thousand metric tons of carbon dioxide),4621.82
116,Cambodia,2015,Emissions (thousand metric tons of carbon dioxide),8011.977
116,Cambodia,2016,Emissions (thousand metric tons of carbon dioxide),9287.497
116,Cambodia,2017,Emissions (thousand metric tons of carbon dioxide),10762.923
120,Cameroon,1975,Emissions (thousand metric tons of carbon dioxide),1019.224
120,Cameroon,1985,Emissions (thousand metric tons of carbon dioxide),2378.233
120,Cameroon,1995,Emissions (thousand metric tons of carbon dioxide),2459.446
120,Cameroon,2005,Emissions (thousand metric tons of carbon dioxide),2935.781
120,Cameroon,2010,Emissions (thousand metric tons of carbon dioxide),5050.631
120,Cameroon,2015,Emissions (thousand metric tons of carbon dioxide),5944.767
120,Cameroon,2016,Emissions (thousand metric tons of carbon dioxide),6103.656
120,Cameroon,2017,Emissions (thousand metric tons of carbon dioxide),6152.919
124,Canada,1975,Emissions (thousand metric tons of carbon dioxide),377105.855
124,Canada,1985,Emissions (thousand metric tons of carbon dioxide),393880.167
124,Canada,1995,Emissions (thousand metric tons of carbon dioxide),448985.855
124,Canada,2005,Emissions (thousand metric tons of carbon dioxide),540431.495
124,Canada,2010,Emissions (thousand metric tons of carbon dioxide),528618.581
124,Canada,2015,Emissions (thousand metric tons of carbon dioxide),557660.685
124,Canada,2016,Emissions (thousand metric tons of carbon dioxide),548095.275
124,Canada,2017,Emissions (thousand metric tons of carbon dioxide),547798.641
152,Chile,1975,Emissions (thousand metric tons of carbon dioxide),17111.657
152,Chile,1985,Emissions (thousand metric tons of carbon dioxide),19631.224
152,Chile,1995,Emissions (thousand metric tons of carbon dioxide),37075.351
152,Chile,2005,Emissions (thousand metric tons of carbon dioxide),54434.634
152,Chile,2010,Emissions (thousand metric tons of carbon dioxide),68604.765
152,Chile,2015,Emissions (thousand metric tons of carbon dioxide),81092.176
152,Chile,2016,Emissions (thousand metric tons of carbon dioxide),85245.52
152,Chile,2017,Emissions (thousand metric tons of carbon dioxide),86087.14
156,China,1975,Emissions (thousand metric tons of carbon dioxide),1029319.44
156,China,1985,Emissions (thousand metric tons of carbon dioxide),1626027.131
156,China,1995,Emissions (thousand metric tons of carbon dioxide),2900265.046
156,China,2005,Emissions (thousand metric tons of carbon dioxide),5407518.03
156,China,2010,Emissions (thousand metric tons of carbon dioxide),7832716.615
156,China,2015,Emissions (thousand metric tons of carbon dioxide),9101375.985
156,China,2016,Emissions (thousand metric tons of carbon dioxide),9064428.642
156,China,2017,Emissions (thousand metric tons of carbon dioxide),9257933.9
344,"China, Hong Kong SAR",1975,Emissions (thousand metric tons of carbon dioxide),10897.089
344,"China, Hong Kong SAR",1985,Emissions (thousand metric tons of carbon dioxide),22306.16
344,"China, Hong Kong SAR",1995,Emissions (thousand metric tons of carbon dioxide),36527.226
344,"China, Hong Kong SAR",2005,Emissions (thousand metric tons of carbon dioxide),41332.022
344,"China, Hong Kong SAR",2010,Emissions (thousand metric tons of carbon dioxide),41997.165
344,"China, Hong Kong SAR",2015,Emissions (thousand metric tons of carbon dioxide),43917.31
344,"China, Hong Kong SAR",2016,Emissions (thousand metric tons of carbon dioxide),44728.626
344,"China, Hong Kong SAR",2017,Emissions (thousand metric tons of carbon dioxide),44034.675
170,Colombia,1975,Emissions (thousand metric tons of carbon dioxide),28297.258
170,Colombia,1985,Emissions (thousand metric tons of carbon dioxide),39473.328
170,Colombia,1995,Emissions (thousand metric tons of carbon dioxide),54457.808
170,Colombia,2005,Emissions (thousand metric tons of carbon dioxide),53585.3
170,Colombia,2010,Emissions (thousand metric tons of carbon dioxide),60224.103
170,Colombia,2015,Emissions (thousand metric tons of carbon dioxide),77609.792
170,Colombia,2016,Emissions (thousand metric tons of carbon dioxide),87720.859
170,Colombia,2017,Emissions (thousand metric tons of carbon dioxide),75291.911
178,Congo,1975,Emissions (thousand metric tons of carbon dioxide),606.426
178,Congo,1985,Emissions (thousand metric tons of carbon dioxide),759.835
178,Congo,1995,Emissions (thousand metric tons of carbon dioxide),536.664
178,Congo,2005,Emissions (thousand metric tons of carbon dioxide),843.574
178,Congo,2010,Emissions (thousand metric tons of carbon dioxide),1833.183
178,Congo,2015,Emissions (thousand metric tons of carbon dioxide),3164.794
178,Congo,2016,Emissions (thousand metric tons of carbon dioxide),2978.36
178,Congo,2017,Emissions (thousand metric tons of carbon dioxide),2847.335
188,Costa Rica,1975,Emissions (thousand metric tons of carbon dioxide),1738.003
188,Costa Rica,1985,Emissions (thousand metric tons of carbon dioxide),1948.536
188,Costa Rica,1995,Emissions (thousand metric tons of carbon dioxide),4438.795
188,Costa Rica,2005,Emissions (thousand metric tons of carbon dioxide),5463.059
188,Costa Rica,2010,Emissions (thousand metric tons of carbon dioxide),6622.054
188,Costa Rica,2015,Emissions (thousand metric tons of carbon dioxide),6940.23
188,Costa Rica,2016,Emissions (thousand metric tons of carbon dioxide),7488.019
188,Costa Rica,2017,Emissions (thousand metric tons of carbon dioxide),7584.411
384,Côte d’Ivoire,1975,Emissions (thousand metric tons of carbon dioxide),3038.34
384,Côte d’Ivoire,1985,Emissions (thousand metric tons of carbon dioxide),3046.744
384,Côte d’Ivoire,1995,Emissions (thousand metric tons of carbon dioxide),3262.483
384,Côte d’Ivoire,2005,Emissions (thousand metric tons of carbon dioxide),5813.001
384,Côte d’Ivoire,2010,Emissions (thousand metric tons of carbon dioxide),6245.044
384,Côte d’Ivoire,2015,Emissions (thousand metric tons of carbon dioxide),9543.523
384,Côte d’Ivoire,2016,Emissions (thousand metric tons of carbon dioxide),9586.785
384,Côte d’Ivoire,2017,Emissions (thousand metric tons of carbon dioxide),10234.205
191,Croatia,1995,Emissions (thousand metric tons of carbon dioxide),14774.177
191,Croatia,2005,Emissions (thousand metric tons of carbon dioxide),19917.214
191,Croatia,2010,Emissions (thousand metric tons of carbon dioxide),18248.777
191,Croatia,2015,Emissions (thousand metric tons of carbon dioxide),15512.642
191,Croatia,2016,Emissions (thousand metric tons of carbon dioxide),15858.564
191,Croatia,2017,Emissions (thousand metric tons of carbon dioxide),16193.172
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),24184.624
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),32178.767
192,Cuba,1995,Emissions (thousand metric tons of carbon dioxide),22448.802
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),25051.431
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),29508.746
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),26841.68
192,Cuba,2016,Emissions (thousand metric tons of carbon dioxide),27791.025
192,Cuba,2017,Emissions (thousand metric tons of carbon dioxide),26215.665
531,Curaçao,2015,Emissions (thousand metric tons of carbon dioxide),4691.214
531,Curaçao,2016,Emissions (thousand metric tons of carbon dioxide),4150.776
531,Curaçao,2017,Emissions (thousand metric tons of carbon dioxide),3748.132
196,Cyprus,1975,Emissions (thousand metric tons of carbon dioxide),1658.258
196,Cyprus,1985,Emissions (thousand metric tons of carbon dioxide),2765.082
196,Cyprus,1995,Emissions (thousand metric tons of carbon dioxide),5048.341
196,Cyprus,2005,Emissions (thousand metric tons of carbon dioxide),7047.944
196,Cyprus,2010,Emissions (thousand metric tons of carbon dioxide),7260.554
196,Cyprus,2015,Emissions (thousand metric tons of carbon dioxide),5900.866
196,Cyprus,2016,Emissions (thousand metric tons of carbon dioxide),6269.2
196,Cyprus,2017,Emissions (thousand metric tons of carbon dioxide),6367.874
203,Czechia,1975,Emissions (thousand metric tons of carbon dioxide),154982.193
203,Czechia,1985,Emissions (thousand metric tons of carbon dioxide),175254.229
203,Czechia,1995,Emissions (thousand metric tons of carbon dioxide),123174.79
203,Czechia,2005,Emissions (thousand metric tons of carbon dioxide),118369.879
203,Czechia,2010,Emissions (thousand metric tons of carbon dioxide),112460.232
203,Czechia,2015,Emissions (thousand metric tons of carbon dioxide),99424.53
203,Czechia,2016,Emissions (thousand metric tons of carbon dioxide),101157.395
203,Czechia,2017,Emissions (thousand metric tons of carbon dioxide),101682.752
408,Dem. People's Rep. Korea,1975,Emissions (thousand metric tons of carbon dioxide),78598.511
408,Dem. People's Rep. Korea,1985,Emissions (thousand metric tons of carbon dioxide),129448.215
408,Dem. People's Rep. Korea,1995,Emissions (thousand metric tons of carbon dioxide),76532.289
408,Dem. People's Rep. Korea,2005,Emissions (thousand metric tons of carbon dioxide),75340.154
408,Dem. People's Rep. Korea,2010,Emissions (thousand metric tons of carbon dioxide),49292.798
408,Dem. People's Rep. Korea,2015,Emissions (thousand metric tons of carbon dioxide),22545.503
408,Dem. People's Rep. Korea,2016,Emissions (thousand metric tons of carbon dioxide),25426.726
408,Dem. People's Rep. Korea,2017,Emissions (thousand metric tons of carbon dioxide),19579.698
180,Dem. Rep. of the Congo,1975,Emissions (thousand metric tons of carbon dioxide),2620.726
180,Dem. Rep. of the Congo,1985,Emissions (thousand metric tons of carbon dioxide),3254.053
180,Dem. Rep. of the Congo,1995,Emissions (thousand metric tons of carbon dioxide),1142.631
180,Dem. Rep. of the Congo,2005,Emissions (thousand metric tons of carbon dioxide),1281.832
180,Dem. Rep. of the Congo,2010,Emissions (thousand metric tons of carbon dioxide),1869.246
180,Dem. Rep. of the Congo,2015,Emissions (thousand metric tons of carbon dioxide),2734.926
180,Dem. Rep. of the Congo,2016,Emissions (thousand metric tons of carbon dioxide),1979.013
180,Dem. Rep. of the Congo,2017,Emissions (thousand metric tons of carbon dioxide),2201.742
208,Denmark,1975,Emissions (thousand metric tons of carbon dioxide),52645.648
208,Denmark,1985,Emissions (thousand metric tons of carbon dioxide),61031.807
208,Denmark,1995,Emissions (thousand metric tons of carbon dioxide),58385.219
208,Denmark,2005,Emissions (thousand metric tons of carbon dioxide),48494.944
208,Denmark,2010,Emissions (thousand metric tons of carbon dioxide),47254.487
208,Denmark,2015,Emissions (thousand metric tons of carbon dioxide),31948.409
208,Denmark,2016,Emissions (thousand metric tons of carbon dioxide),33486.945
208,Denmark,2017,Emissions (thousand metric tons of carbon dioxide),31263.57
214,Dominican Republic,1975,Emissions (thousand metric tons of carbon dioxide),5213.329
214,Dominican Republic,1985,Emissions (thousand metric tons of carbon dioxide),6234.306
214,Dominican Republic,1995,Emissions (thousand metric tons of carbon dioxide),11221.463
214,Dominican Republic,2005,Emissions (thousand metric tons of carbon dioxide),17522.139
214,Dominican Republic,2010,Emissions (thousand metric tons of carbon dioxide),19021.523
214,Dominican Republic,2015,Emissions (thousand metric tons of carbon dioxide),21519.849
214,Dominican Republic,2016,Emissions (thousand metric tons of carbon dioxide),22534.306
214,Dominican Republic,2017,Emissions (thousand metric tons of carbon dioxide),21430.38
218,Ecuador,1975,Emissions (thousand metric tons of carbon dioxide),5935.604
218,Ecuador,1985,Emissions (thousand metric tons of carbon dioxide),11665.556
218,Ecuador,1995,Emissions (thousand metric tons of carbon dioxide),16691.131
218,Ecuador,2005,Emissions (thousand metric tons of carbon dioxide),23926.725
218,Ecuador,2010,Emissions (thousand metric tons of carbon dioxide),32749.762
218,Ecuador,2015,Emissions (thousand metric tons of carbon dioxide),37357.272
218,Ecuador,2016,Emissions (thousand metric tons of carbon dioxide),35393.138
218,Ecuador,2017,Emissions (thousand metric tons of carbon dioxide),34299.317
818,Egypt,1975,Emissions (thousand metric tons of carbon dioxide),25581.444
818,Egypt,1985,Emissions (thousand metric tons of carbon dioxide),64473.872
818,Egypt,1995,Emissions (thousand metric tons of carbon dioxide),81466.137
818,Egypt,2005,Emissions (thousand metric tons of carbon dioxide),145027.708
818,Egypt,2010,Emissions (thousand metric tons of carbon dioxide),176436.297
818,Egypt,2015,Emissions (thousand metric tons of carbon dioxide),199544.529
818,Egypt,2016,Emissions (thousand metric tons of carbon dioxide),204112.697
818,Egypt,2017,Emissions (thousand metric tons of carbon dioxide),209219.059
222,El Salvador,1975,Emissions (thousand metric tons of carbon dioxide),1929.707
222,El Salvador,1985,Emissions (thousand metric tons of carbon dioxide),1640.679
222,El Salvador,1995,Emissions (thousand metric tons of carbon dioxide),4573.345
222,El Salvador,2005,Emissions (thousand metric tons of carbon dioxide),6252.815
222,El Salvador,2010,Emissions (thousand metric tons of carbon dioxide),5826.204
222,El Salvador,2015,Emissions (thousand metric tons of carbon dioxide),6389.271
222,El Salvador,2016,Emissions (thousand metric tons of carbon dioxide),6372.143
222,El Salvador,2017,Emissions (thousand metric tons of carbon dioxide),5735.668
232,Eritrea,1995,Emissions (thousand metric tons of carbon dioxide),776.324
232,Eritrea,2005,Emissions (thousand metric tons of carbon dioxide),578.183
232,Eritrea,2010,Emissions (thousand metric tons of carbon dioxide),479.57
232,Eritrea,2015,Emissions (thousand metric tons of carbon dioxide),590.108
232,Eritrea,2016,Emissions (thousand metric tons of carbon dioxide),599.637
232,Eritrea,2017,Emissions (thousand metric tons of carbon dioxide),632.105
233,Estonia,1995,Emissions (thousand metric tons of carbon dioxide),15889.313
233,Estonia,2005,Emissions (thousand metric tons of carbon dioxide),16747.695
233,Estonia,2010,Emissions (thousand metric tons of carbon dioxide),18563.998
233,Estonia,2015,Emissions (thousand metric tons of carbon dioxide),15147.858
233,Estonia,2016,Emissions (thousand metric tons of carbon dioxide),15460.878
233,Estonia,2017,Emissions (thousand metric tons of carbon dioxide),15972.029
231,Ethiopia,1975,Emissions (thousand metric tons of carbon dioxide),1178.11
231,Ethiopia,1985,Emissions (thousand metric tons of carbon dioxide),1385.977
231,Ethiopia,1995,Emissions (thousand metric tons of carbon dioxide),2325.783
231,Ethiopia,2005,Emissions (thousand metric tons of carbon dioxide),4482.124
231,Ethiopia,2010,Emissions (thousand metric tons of carbon dioxide),5898.599
231,Ethiopia,2015,Emissions (thousand metric tons of carbon dioxide),10059.891
231,Ethiopia,2016,Emissions (thousand metric tons of carbon dioxide),11843.085
231,Ethiopia,2017,Emissions (thousand metric tons of carbon dioxide),13059.815
246,Finland,1975,Emissions (thousand metric tons of carbon dioxide),44188.917
246,Finland,1985,Emissions (thousand metric tons of carbon dioxide),48284.914
246,Finland,1995,Emissions (thousand metric tons of carbon dioxide),55714.578
246,Finland,2005,Emissions (thousand metric tons of carbon dioxide),54918.043
246,Finland,2010,Emissions (thousand metric tons of carbon dioxide),62000.673
246,Finland,2015,Emissions (thousand metric tons of carbon dioxide),42365.643
246,Finland,2016,Emissions (thousand metric tons of carbon dioxide),45127.234
246,Finland,2017,Emissions (thousand metric tons of carbon dioxide),42598.175
250,France,1975,Emissions (thousand metric tons of carbon dioxide),423108.047
250,France,1985,Emissions (thousand metric tons of carbon dioxide),351797.985
250,France,1995,Emissions (thousand metric tons of carbon dioxide),343648.115
250,France,2005,Emissions (thousand metric tons of carbon dioxide),371892.91
250,France,2010,Emissions (thousand metric tons of carbon dioxide),340218.09
250,France,2015,Emissions (thousand metric tons of carbon dioxide),299640.583
250,France,2016,Emissions (thousand metric tons of carbon dioxide),301695.852
250,France,2017,Emissions (thousand metric tons of carbon dioxide),306123.541
266,Gabon,1975,Emissions (thousand metric tons of carbon dioxide),757.319
266,Gabon,1985,Emissions (thousand metric tons of carbon dioxide),1682.488
266,Gabon,1995,Emissions (thousand metric tons of carbon dioxide),1315.246
266,Gabon,2005,Emissions (thousand metric tons of carbon dioxide),1733.485
266,Gabon,2010,Emissions (thousand metric tons of carbon dioxide),2659.638
266,Gabon,2015,Emissions (thousand metric tons of carbon dioxide),3252.522
266,Gabon,2016,Emissions (thousand metric tons of carbon dioxide),3357.483
266,Gabon,2017,Emissions (thousand metric tons of carbon dioxide),3367.911
268,Georgia,1995,Emissions (thousand metric tons of carbon dioxide),8136.847
268,Georgia,2005,Emissions (thousand metric tons of carbon dioxide),4065.656
268,Georgia,2010,Emissions (thousand metric tons of carbon dioxide),4995.027
268,Georgia,2015,Emissions (thousand metric tons of carbon dioxide),8383.116
268,Georgia,2016,Emissions (thousand metric tons of carbon dioxide),8809.005
268,Georgia,2017,Emissions (thousand metric tons of carbon dioxide),8720.3
276,Germany,1975,Emissions (thousand metric tons of carbon dioxide),973365.909
276,Germany,1985,Emissions (thousand metric tons of carbon dioxide),1004256.098
276,Germany,1995,Emissions (thousand metric tons of carbon dioxide),856596.915
276,Germany,2005,Emissions (thousand metric tons of carbon dioxide),786664.297
276,Germany,2010,Emissions (thousand metric tons of carbon dioxide),758802.602
276,Germany,2015,Emissions (thousand metric tons of carbon dioxide),729684.098
276,Germany,2016,Emissions (thousand metric tons of carbon dioxide),734487.052
276,Germany,2017,Emissions (thousand metric tons of carbon dioxide),718794.085
288,Ghana,1975,Emissions (thousand metric tons of carbon dioxide),2305.818
288,Ghana,1985,Emissions (thousand metric tons of carbon dioxide),2067.234
288,Ghana,1995,Emissions (thousand metric tons of carbon dioxide),3184.394
288,Ghana,2005,Emissions (thousand metric tons of carbon dioxide),6306.508
288,Ghana,2010,Emissions (thousand metric tons of carbon dioxide),10419.649
288,Ghana,2015,Emissions (thousand metric tons of carbon dioxide),14088.758
288,Ghana,2016,Emissions (thousand metric tons of carbon dioxide),12967.698
